Complaint,Coded Month,Date Occur,Flag-Crime,Flag-Unfounded,Flag-Administrative,Count,Flag Cleanup,Crime,ILeads Add,ILeads Approve,District,Beat,Description,ILEADS-Address,ILEADS-Street,Neighborhood,ILeads Asg,ILeads Type,Location Name,Location Comment,CAD-Address,CAD-Street,X-Coord,Y-Coord,Date Crime Coded
17-025426,2017-05,5/12/2017 1:00,Y, , ,1, ,51322,5/26/2017 19:27,5/30/2017,3,321,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,3951,CALIFORNIA AVE      ,16,303,, , ,3951,CALIFORNIA,896684.4,1001390,6/1/2017
17-021486,2017-05,5/6/2017 21:40,Y, , ,1, ,265321,5/7/2017 18:42,5/8/2017,2,224,LEAVING SCENE OF ACCIDENT                         ,3729,GUSTINE AVE         ,15,302,, , ,3729,GUSTINE,891081.5,1003535,5/9/2017
17-021509,2017-05,5/7/2017 0:55,Y, , ,1, ,41011,5/7/2017 3:21,5/9/2017,6,625,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5009,THRUSH AVE          ,72,306,, , ,5009,THRUSH,890725.4,1042520,5/10/2017
17-021726,2017-05,5/7/2017 17:30,Y, , ,1, ,64701,5/8/2017 10:12,5/9/2017,3,325,LARCENY-FROM MTR VEH UNDER $500                   ,3014,TEXAS AVE           ,30,303,, , ,3014,TEXAS,898799.9,1007374,5/11/2017
17-021691,2017-05,4/26/2017 0:38,Y, , ,1, ,266999,5/8/2017 5:46,5/10/2017,6,627,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,8444,N BROADWAY          ,74,399,, ,NUISANCE ABATEMENT PROPERTY,8444,BROADWAY,897472.3,1049862,5/10/2017
17-023265,2017-05,5/16/2017 4:00,Y, , ,1, ,31211,5/16/2017 5:20,5/18/2017,6,622,ROBBERY-HIGHWAY    /KNIFE USED/SUCCESSFUL         ,4402,RED BUD AVE         ,68,306,, ,@VICTIM S HOUSE,4402,RED BUD,898426.6,1034765,5/23/2017
17-026035,2017-05,5/30/2017 10:00,Y, , ,1, ,51122,5/30/2017 13:00,5/31/2017,5,529,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED       ,5739,ROOSEVELT PL        ,50,305,, , ,5739,ROOSEVELT,884871.2,1036130,6/2/2017
17-022286,2017-05,5/11/2017 0:01,Y, , ,1, ,31111,5/11/2017 0:59,5/12/2017,6,623,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,4700,BIRCHER BLVD        ,69,303,, ,@ BP GAS STATION PARKING LOT,2741,SHENANDOAH,895152.2,1037234,5/15/2017
17-025791,2017-05,5/29/2017 2:00,Y, , ,1, ,71013,5/29/2017 5:52,5/29/2017,3,326,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1027,RUSSELL BLVD        ,21,302,,BASTILLE,BAR,3362,LAWN,903863.3,1010118,5/31/2017
17-021741,2017-05,5/7/2017 12:05,Y, , ,1, ,67701,5/8/2017 11:03,5/10/2017,6,622,LARCENY-FROM BUILDING UNDER $500                  ,4138,W LEE AVE           ,68,305,, , ,5190,CATES,898188,1033484,5/12/2017
17-021519,2017-05,5/7/2017 3:00,Y, , ,1, ,142320,5/7/2017 4:52,5/10/2017,6,621,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3950,LEXINGTON AVE       ,56,306,, , ,3950,LEXINGTON,898596.6,1030322,5/11/2017
17-021364,2017-05,5/5/2017 22:00,Y, , ,1, ,67701,5/6/2017 9:15,5/8/2017,4,427,LARCENY-FROM BUILDING UNDER $500                  ,212,S GRAND BLVD        ,37,305,,STARBUCKS,STARBUCKS,4509,LEWIS,896219.8,1019300,5/10/2017
17-021457,2017-05,5/6/2017 18:05,Y, , ,1, ,265321,5/9/2017 14:18,5/9/2017,5,522,LEAVING SCENE OF ACCIDENT                         ,305,N VANDEVENTER AVE   ,38,304,,RALLY S,@RALLYS- VANDEVENTER,305,VANDEVENTER,894188.9,1021725,5/10/2017
17-022097,2017-05,5/10/2017 0:30,Y, , ,1, ,69703,5/10/2017 1:14,5/11/2017,1,126,LARCENY-ALL OTH/FRM PRSN/UNDER $500               ,3217,OSCEOLA ST          ,16,301,, , ,3217,OSCEOLA,894205.4,999065.8,5/11/2017
17-023750,2017-05,5/15/2017 17:23,Y, , ,1, ,103000,5/18/2017 13:51,5/20/2017,3,328,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT    ,2327,GRAVOIS AVE         ,23,303,,PHILLIPS 66, ,2327,GRAVOIS,899511.5,1009424,5/23/2017
17-024058,2017-05,5/19/2017 21:35,Y, , ,1, ,51212,5/19/2017 22:32,5/20/2017,6,629,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED       ,1003,HORNSBY AVE         ,74,306,, , ,1003,HORNSBY,896357.9,1050769,5/23/2017
17-021873,2017-05,5/8/2017 18:00,Y, , ,1, ,67701,5/8/2017 23:33,5/10/2017,2,222,LARCENY-FROM BUILDING UNDER $500                  ,4984,THOLOZAN AVE        ,14,306,, , ,5067,RUSKIN,884415.9,1005123,5/11/2017
17-023690,2017-05,5/18/2017 2:00,Y, , ,1, ,71013,5/18/2017 7:58,5/18/2017,2,227,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,2905,S KINGSHIGHWAY BLVD ,13,680,, , ,2905,KINGSHIGHWAY,886091.9,1009575,5/22/2017
17-022326,2017-05,5/11/2017 5:00,Y, , ,1, ,41013,5/11/2017 8:21,5/11/2017,6,622,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,4554,FAIR AVE            ,68,306,, , ,4554,FAIR,899729.2,1034756,5/12/2017
17-024048,2017-05,5/19/2017 18:17,Y, , ,1, ,41011,5/19/2017 20:53,5/19/2017,5,525,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5617,ENRIGHT AVE         ,48,305,,ST. LUKES PLAZA, ,5617,ENRIGHT,882262.8,1027291,5/23/2017
17-022254,2017-05,5/10/2017 15:30,Y, , ,1, ,72113,5/10/2017 20:12,5/11/2017,2,FRSTPK,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,5594,GRAND DR            ,82,304,, , ,5595,GRAND,881531.3,1023198,5/12/2017
17-025167,2017-05,5/25/2017 12:50,Y, , ,1, ,266510,5/25/2017 14:47,5/28/2017,3,327,PUBLIC ORDER-TRESPASSING                          ,3401,ARSENAL ST          ,25,303,,INTERNATIONAL IINSTITUTE,INSTITUTION,3401,ARSENAL,895056.3,1008550,5/31/2017
17-023800,2017-05,5/18/2017 16:30,Y, , ,1, ,71030,5/18/2017 17:38,5/19/2017,4,424,AUTO THEFT-PERM RETNT/JOY RIDE                    ,1220,N 10TH ST           ,62,304,, ,@SCHOOL - PATRICK HENRY DOWNTOWN,1220,10TH,908347.1,1021035,5/23/2017
17-023960,2017-05,5/19/2017 12:50,Y, , ,1, ,64601,5/19/2017 13:22,5/21/2017,3,326,"LARCENY-FROM MTR VEH $500 - $24,999               ",222,RUSSELL AVE         ,20,303,, ,REAR,222,RUSSELL,905777.2,1009129,5/24/2017
17-023748,2017-05,7/24/2015 12:00,Y, , ,1, ,115400,5/18/2017 13:22,5/18/2017,6,627,STLG BY DECEIT/IDENTITY THEFT REPORT              ,4117,W FLORISSANT AVE    ,68,306,, , ,4117,FLORISSANT,900305.1,1034635,5/22/2017
17-022100,2017-05,5/10/2017 0:57,Y, , ,1, ,142320,5/10/2017 1:36,5/10/2017,6,622,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4221,CLAY AVE            ,68,306,, , ,4221,CLAY,899422,1033526,5/11/2017
17-021357,2017-05,5/6/2017 6:15,Y, , ,1, ,266510,5/6/2017 8:21,5/9/2017,6,625,PUBLIC ORDER-TRESPASSING                          ,5411,GENEVIEVE AVE       ,72,306,, , ,5411,GENEVIEVE,892209.6,1043155,5/10/2017
17-023857,2017-05,5/18/2017 21:01,Y, , ,1, ,91114,5/18/2017 21:41,5/19/2017,3,PEABODY,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",1423,PARK AVE            ,33,351,, ,APT B,1423,PARK,904181.9,1013149,5/23/2017
17-022165,2017-05,5/9/2017 23:00,Y, , ,1, ,65701,5/10/2017 12:23,5/12/2017,1,123,LARCENY-MTR VEH PARTS UNDER $500                  ,6025,WANDA AVE           ,5,301,, , ,6025,WANDA,884932.9,998261.4,5/12/2017
17-023813,2017-05,5/18/2017 10:00,Y, , ,1, ,52122,5/18/2017 18:25,5/19/2017,5,527,BURGLARY-BUSINESS/DAY/UNLAW ENT/UNOCCUPIED        ,1478,UNION BLVD          ,51,305,, ,@ NEW LIFE MISSONARY BAPTIST CHURCH,1478,UNION,886453.5,1031039,5/23/2017
17-021788,2017-05,5/8/2017 14:30,Y, , ,1, ,142320,5/8/2017 15:07,5/9/2017,3,321,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2645,WINNEBAGO ST        ,19,303,, , ,2645,WINNEBAGO,897842.2,1003225,5/10/2017
17-024109,2017-05,5/19/2017 17:30,Y, , ,1, ,142320,5/20/2017 10:47,5/21/2017,5,522,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4461,WASHINGTON AVE      ,38,305,, , ,4461,WASHINGTON,890757.9,1025307,5/23/2017
17-021838,2017-05,5/6/2017 16:00,Y, , ,1, ,65701,5/8/2017 18:39,5/8/2017,4,425,LARCENY-MTR VEH PARTS UNDER $500                  ,3015,N 23RD ST           ,60,680,, , ,3015,23RD,904022.6,1027132,5/10/2017
17-020896,2017-05,5/3/2017 16:00,Y, , ,1, ,151110,5/3/2017 23:23,5/11/2017,6,625,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,4922,ALCOTT AVE          ,72,340,, , ,4922,ALCOTT,890850.8,1040798,5/12/2017
17-022040,2017-05,5/9/2017 17:10,Y, , ,1, ,41011,5/9/2017 18:42,5/10/2017,6,629,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,818,GUSTAV AVE          ,74,306,, , ,818,GUSTAV,897469.4,1052517,5/11/2017
17-020805,2017-05,5/3/2017 2:40,Y, , ,1, ,265321,5/4/2017 6:34,5/30/2017,6,624,LEAVING SCENE OF ACCIDENT                         ,5200,BIRCHER BLVD        ,71,306,, , ,5200,BIRCHER,892011.3,1039521,5/31/2017
17-023640,2017-05,5/17/2017 18:00,Y, , ,1, ,67701,5/17/2017 20:03,5/21/2017,3,329,LARCENY-FROM BUILDING UNDER $500                  ,21,HENRIETTA PL        ,31,303,, , ,21,HENRIETTA,898643.9,1013432,5/24/2017
17-025782,2017-05,5/22/2017 13:25,Y, , ,1, ,266999,5/29/2017 5:36,5/29/2017,6,624,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,5000,UNION BLVD          ,71,399,,FAMILY DOLLARS STORE,NUISANCE ABATEMENT PROPERTY,5000,UNION,892272.6,1040231,5/31/2017
17-024562,2017-05,5/22/2017 13:25,Y, , ,1, ,63701,5/22/2017 13:40,5/30/2017,6,624,LARCENY-SHOPLIFT UNDER $500                       ,5000,UNION BLVD          ,71,306,, , ,5000,UNION,892272.6,1040231,6/1/2017
17-023649,2017-05,5/17/2017 20:10,Y, , ,1, ,41011,5/17/2017 22:40,5/19/2017,4,429,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,3115,BRANTNER PL         ,59,304,,ALLEY,IN THE REAR,3112,BRANTNER,899318.8,1023900,5/23/2017
17-022124,2017-05,5/9/2017 20:00,Y, , ,1, ,64701,5/10/2017 7:44,5/10/2017,2,228,LARCENY-FROM MTR VEH UNDER $500                   ,4571,WICHITA AVE         ,39,680,, , ,4571,WICHITA,887655.2,1017470,5/12/2017
17-022169,2017-05,5/10/2017 1:30,Y, , ,1, ,72113,5/10/2017 11:53,5/10/2017,1,122,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,5914,LEONA ST            ,3,680,, , ,5916,LEONA,887033.9,996665.9,5/12/2017
17-025352,2017-05,5/25/2017 8:00,Y, , ,1, ,69702,5/26/2017 12:06,5/26/2017,2,224,LARCENY-ALL OTHER UNDER $500                      ,4047,JUNIATA ST          ,15,680,,MANN ELEMENTARY SCHOOL, ,4047,JUNIATA,890332.9,1008207,5/30/2017
17-023937,2017-05,3/15/2017 12:00,Y, , ,1, ,112020,5/19/2017 11:13,5/19/2017,6,621,FRAUD-CREDIT DEVICE/UNDER $150                    ,4755,GREER AVE           ,55,306,, , ,4755,GREER,892024.8,1033061,5/22/2017
17-025962,2017-05,5/29/2017 23:00,Y, , ,1, ,64601,5/30/2017 9:26,5/31/2017,6,629,"LARCENY-FROM MTR VEH $500 - $24,999               ",1053,THEOBALD ST         ,74,306,, , ,1053,THEOBALD,895787.4,1050183,6/2/2017
17-024398,2017-05,5/21/2017 17:30,Y, , ,1, ,265321,5/21/2017 21:51,5/22/2017,5,528,LEAVING SCENE OF ACCIDENT                         ,3436,UNION BLVD          ,52,305,, ,ROYAL LIQUOR,3436,UNION,889172.6,1035942,5/23/2017
17-021547,2017-05,5/7/2017 10:00,Y, , ,1, ,130000,5/7/2017 15:53,5/8/2017,6,628,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",8500,HALLS FERRY RD      ,74,306,, , ,8500,HALLS FERRY,896198.1,1049403,5/9/2017
17-025204,2017-05,5/23/2017 20:00,Y, , ,1, ,64601,5/25/2017 17:16,5/28/2017,5,521,"LARCENY-FROM MTR VEH $500 - $24,999               ",218,N SARAH ST          ,38,305,, ,APT 1S,218,SARAH,892703.6,1021533,5/31/2017
17-025746,2017-05,5/28/2017 21:00,Y, , ,1, ,67601,5/28/2017 23:01,5/28/2017,4,425,"LARCENY-FROM BUILDING $500 - $24,999              ",1949,HEBERT ST           ,63,304,, , ,1949,HEBERT,905456.6,1027515,6/1/2017
17-024424,2017-05,5/21/2017 22:45,Y, , ,1, ,44015,5/21/2017 23:52,5/22/2017,4,425,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC          ,1225,WARREN ST           ,63,304,,@ THE HAVEN, ,1225,WARREN,907474.6,1025927,5/24/2017
17-020400,2017-05,4/30/2017 23:10,Y, , ,1, ,41011,5/1/2017 2:51,5/8/2017,1,128,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4150,BINGHAM AVE         ,5,301,, , ,4150,BINGHAM,888350.8,1002951,5/11/2017
17-021831,2017-05,5/8/2017 17:19,Y, , ,1, ,265321,5/8/2017 21:37,5/8/2017,3,327,LEAVING SCENE OF ACCIDENT                         ,2529,S JEFFERSON AVE     ,24,303,, , ,3519,WYOMING,899274.2,1009416,5/10/2017
17-022642,2017-05,5/9/2017 16:00,Y, , ,1, ,65701,5/12/2017 21:12,5/12/2017,2,221,LARCENY-MTR VEH PARTS UNDER $500                  ,3440,S KINGSHIGHWAY BLVD ,15,680,,TACO BELL, ,6850,GRAVOIS,885784.1,1006041,5/15/2017
17-021028,2017-05,3/23/2017 14:27,Y, , ,1, ,112010,5/4/2017 14:28,5/9/2017,2,223,FRAUD-CREDIT DEVICE/OVER $150                     ,4915,DONOVAN AVE         ,8,302,, ,@NOTTINGHAM SCHOOL,4915,DONOVAN,875948.1,1002843,5/11/2017
17-022155,2017-05,5/8/2017 14:30,Y, , ,1, ,69602,5/10/2017 10:51,5/11/2017,1,124,"LARCENY-ALL OTHER $500 - $24,999                  ",5925,S BROADWAY          ,1,301,,RAMS CYLINDER HEADS, ,5925,BROADWAY,893171.2,992552.6,5/12/2017
17-021674,2017-05,5/7/2017 23:55,Y, , ,1, ,91114,5/8/2017 0:46,5/8/2017,3,325,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",2710,ARSENAL ST          ,30,303,, , ,2710,ARSENAL,898225.3,1007227,5/9/2017
17-021674,2017-05,5/7/2017 23:55,Y, , ,1, ,91114,5/8/2017 0:46,5/8/2017,3,325,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",2710,ARSENAL ST          ,30,303,, , ,2710,ARSENAL,898225.3,1007227,5/10/2017
17-025981,2017-05,5/30/2017 9:26,Y, , ,1, ,241100,5/30/2017 9:28,5/31/2017,4,428,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,2600,LOCUST ST           ,37,322,, , ,2600,LOCUST,901872.1,1019793,6/1/2017
17-023549,2017-05,5/15/2017 14:30,Y, , ,1, ,51312,5/17/2017 13:37,5/18/2017,1,128,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,4532,RAY AVE             ,5,301,, , ,4532,RAY,889062.6,1001130,5/23/2017
17-021085,2017-05,5/4/2017 18:38,Y, , ,1, ,31111,5/4/2017 19:57,5/6/2017,6,628,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,1744,GRAPE AVE           ,73,306,, ,IN DRIVEWAY,1744,GRAPE,892052.2,1050572,5/9/2017
17-022015,2017-05,5/8/2017 18:00,Y, , ,1, ,63701,5/9/2017 17:27,5/10/2017,5,529,LARCENY-SHOPLIFT UNDER $500                       ,6000,NATURAL BRIDGE AVE  ,50,305,,FAMILY DOLLAR, ,6000,NATURAL BRIDGE,884487.5,1039583,5/12/2017
17-022016,2017-05,5/9/2017 15:20,Y, , ,1, ,63701,5/9/2017 17:27,5/10/2017,5,529,LARCENY-SHOPLIFT UNDER $500                       ,6000,NATURAL BRIDGE AVE  ,50,305,,FAMILY DOLLAR, ,6000,NATURAL BRIDGE,884487.5,1039583,5/12/2017
17-022083,2017-05,5/9/2017 22:00,Y, , ,1, ,91113,5/9/2017 23:29,5/11/2017,5,529,SIMPLE ASSAULT-ADULT/NO INJURY                    ,2505,HODIAMONT AVE       ,50,305,, , ,5847,HIGHLAND,882087.8,1035986,5/12/2017
17-021233,2017-05,5/5/2017 15:15,Y, , ,1, ,41011,5/5/2017 17:11,5/7/2017,6,626,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5919,LAURA AVE           ,76,306,, , ,5915,LAURA,889089.6,1044066,5/9/2017
17-026181,2017-05,5/7/2017 20:45,Y, , ,1, ,264100,5/31/2017 1:33,5/31/2017,1,123,HEALTH-SANITATION VIOL                            ,5639,LISETTE AVE         ,6,322,, , ,5639,LISETTE,879658,998716.5,6/1/2017
17-025346,2017-05,5/26/2017 10:50,Y, , ,1, ,250000,5/26/2017 12:39,5/29/2017,4,423,LOITERING-BEGGING                                 ,315,N 11TH ST           ,35,304,, ,SIDEWALK,315,11TH,907182.8,1018218,5/31/2017
17-022274,2017-05,5/10/2017 21:31,Y, , ,1, ,151110,5/10/2017 23:07,5/11/2017,1,126,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,3246,DELOR ST            ,16,301,, , ,3246,DELOR,893466.3,996343.1,5/11/2017
17-020581,2017-05,5/1/2017 17:40,Y, , ,1, ,182250,5/1/2017 19:27,5/6/2017,6,625,DRUGS-POSSESSION/COCAINE                          ,5541,GENEVIEVE AVE       ,72,306,, , ,5400,GENEVIEVE,893145.6,1043811,5/10/2017
17-024027,2017-05,5/19/2017 15:00,Y, , ,1, ,64701,5/19/2017 18:02,5/20/2017,3,322,LARCENY-FROM MTR VEH UNDER $500                   ,3412,WINNEBAGO ST        ,19,303,, , ,3412,WINNEBAGO,894278.6,1003571,5/23/2017
17-021911,2017-05,5/4/2017 22:30,Y, , ,1, ,65701,5/9/2017 7:51,5/9/2017,5,527,LARCENY-MTR VEH PARTS UNDER $500                  ,5239,RIDGE AVE           ,51,680,, , ,5239,RIDGE,886227.6,1030509,5/11/2017
17-025269,2017-05,5/25/2017 17:00,Y, , ,1, ,142320,5/26/2017 0:37,5/28/2017,6,629,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1181,HOWELL ST           ,74,306,, , ,1181,HOWELL,894677.4,1051786,5/31/2017
17-023481,2017-05,5/17/2017 2:40,Y, , ,1, ,41011,5/17/2017 4:43,5/19/2017,3,323,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,3715,PENNSYLVANIA AVE    ,19,303,, , ,3715,PENNSYLVANIA,895960.4,1003230,5/23/2017
17-023925,2017-05,5/19/2017 8:50,Y, , ,1, ,63701,5/19/2017 10:12,5/21/2017,5,529,LARCENY-SHOPLIFT UNDER $500                       ,6000,NATURAL BRIDGE AVE  ,50,305,,FAMILY DOLLAR, ,6000,NATURAL BRIDGE,884487.5,1039583,5/24/2017
17-022083,2017-05,5/9/2017 22:00,Y, , ,1, ,91113,5/9/2017 23:29,5/11/2017,5,529,SIMPLE ASSAULT-ADULT/NO INJURY                    ,2505,HODIAMONT AVE       ,50,305,, , ,5847,HIGHLAND,882087.8,1035986,5/12/2017
17-021233,2017-05,5/5/2017 15:15,Y, , ,1, ,41011,5/5/2017 17:11,5/7/2017,6,626,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5919,LAURA AVE           ,76,306,, , ,5915,LAURA,889089.6,1044066,5/9/2017
17-026153,2017-05,5/15/2017 12:00,Y, , ,1, ,65701,5/30/2017 22:07,5/31/2017,2,224,LARCENY-MTR VEH PARTS UNDER $500                  ,3101,S GRAND BLVD        ,15,680,, , ,3101,GRAND,893764.1,1008345,6/2/2017
17-025482,2017-05,5/27/2017 1:20,Y, , ,1, ,211000,5/27/2017 3:05,5/30/2017,2,222,DUI-DRVING WHILE INTOXICATED                      ,5747,CHIPPEWA ST         ,14,378,, , ,5747,CHIPPEWA,879984.3,1004957,5/31/2017
17-022402,2017-05,5/11/2017 14:42,Y, , ,1, ,241100,5/11/2017 15:44,5/11/2017,6,624,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,4567,DURANT AVE          ,71,306,, , ,4567,DURANT,892626.5,1039512,5/12/2017
17-022485,2017-05,5/11/2017 23:00,Y, , ,1, ,91114,5/12/2017 3:15,5/30/2017,1,125,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",5102,PENNSYLVANIA AVE    ,17,373,, ,1ST FLOOR,5102,PENNSYLVANIA,894626.6,995186.7,6/1/2017
17-024265,2017-05,5/21/2017 2:10,Y, , ,1, ,91113,5/22/2017 5:25,5/22/2017,4,423,SIMPLE ASSAULT-ADULT/NO INJURY                    ,0,N 14TH ST / COLE ST,36,304,, , ,1529,OFALLON,906586.9,1020500,5/24/2017
17-025855,2017-05,5/29/2017 14:30,Y, , ,1, ,142320,5/29/2017 16:01,5/31/2017,5,522,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4208,COOK AVE            ,58,305,, , ,4208,COOK,894016.5,1025780,6/1/2017
17-025086,2017-05,5/24/2017 10:30,Y, , ,1, ,51312,5/25/2017 7:17,5/28/2017,3,326,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,1048,GEYER AVE           ,21,303,, ,REAR,1048,GEYER,903747.1,1010724,5/31/2017
17-022361,2017-05,5/11/2017 11:09,Y, , ,1, ,250000,5/11/2017 11:42,5/12/2017,3,321,LOITERING-BEGGING                                 ,2753,CHEROKEE ST         ,19,303,, , ,2753,CHEROKEE,897486,1005272,5/15/2017
17-021558,2017-05,5/7/2017 10:00,Y, , ,1, ,71030,5/7/2017 13:30,5/9/2017,3,322,AUTO THEFT-PERM RETNT/JOY RIDE                    ,3942,PENNSYLVANIA AVE    ,16,303,, , ,3942,PENNSYLVANIA,895896.4,1001617,5/10/2017
17-024795,2017-05,5/23/2017 13:20,Y, , ,1, ,41021,5/23/2017 14:35,5/29/2017,6,621,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ,3600,N TAYLOR AVE        ,56,306,, , ,3532,TAYLOR,894488.5,1032887,6/1/2017
17-025993,2017-05,5/30/2017 0:20,Y, , ,1, ,91113,5/30/2017 10:35,6/1/2017,4,429,SIMPLE ASSAULT-ADULT/NO INJURY                    ,2816,N VANDEVENTER AVE   ,59,305,,MIDTOWN BAR AND GRILL, ,5937,RIDGE,898289.1,1028477,6/2/2017
17-023723,2017-05,5/18/2017 9:09,Y, , ,1, ,71013,5/18/2017 13:04,5/20/2017,4,422,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1300,PINE ST             ,36,304,, ,PARKED AT METER #2231,1200,PINE,906149.2,1018165,5/23/2017
17-024426,2017-05,5/21/2017 22:41,Y, , ,1, ,265321,5/22/2017 21:46,5/22/2017,4,421,LEAVING SCENE OF ACCIDENT                         ,0,S BROADWAY / SPRUCE ST,35,304,, , ,700,CLARK,908420.1,1015664,5/23/2017
17-024306,2017-05,5/19/2017 8:00,Y, , ,1, ,65701,5/21/2017 11:37,5/21/2017,0,0,LARCENY-MTR VEH PARTS UNDER $500                  ,0,UNKNOWN,0,680,, , ,4449,37TH,0,0,5/24/2017
17-022268,2017-05,5/10/2017 20:00,Y, , ,1, ,41013,5/10/2017 22:59,5/11/2017,3,322,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,3821,OREGON AVE          ,16,303,,3821 OREGON AVE, ,3821,OREGON,896500.9,1002403,5/11/2017
17-025066,2017-05,5/24/2017 23:06,Y, , ,1, ,43012,5/25/2017 0:30,5/26/2017,1,124,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ,300,MOTT ST             ,1,301,, , ,1020,LOUGHBOROUGH,891290.9,991391.2,5/30/2017
17-022326,2017-05,5/11/2017 5:00,Y, , ,1, ,41016,5/11/2017 8:21,5/11/2017,6,622,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ,4554,FAIR AVE            ,68,306,, , ,4554,FAIR,899729.2,1034756,5/12/2017
17-022110,2017-05,5/10/2017 3:00,Y, , ,1, ,51212,5/10/2017 3:58,5/11/2017,1,125,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED       ,4815,S BROADWAY          ,17,301,, , ,4813,BROADWAY,895325,996149.8,5/12/2017
17-021963,2017-05,5/9/2017 11:40,Y, , ,1, ,41013,5/9/2017 12:27,5/11/2017,6,628,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,1024,BITTNER ST          ,74,306,, , ,1024,BITTNER,896442.6,1047362,5/12/2017
17-022043,2017-05,5/8/2017 19:00,Y, , ,1, ,65701,5/9/2017 18:52,5/9/2017,3,324,LARCENY-MTR VEH PARTS UNDER $500                  ,3546,S BROADWAY          ,18,680,, , ,3546,BROADWAY,900842.3,1003668,5/11/2017
17-025955,2017-05,5/30/2017 5:30,Y, , ,1, ,91114,5/30/2017 6:53,5/30/2017,6,621,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",3903,PALM ST             ,56,306,, , ,3903,PALM,899227,1030485,5/31/2017
17-021460,2017-05,5/6/2017 18:45,Y, , ,1, ,92000,5/6/2017 19:46,5/7/2017,3,323,SIMPLE ASSAULT-HARRASSMENT                        ,3157,POTOMAC ST          ,19,303,, , ,3157,POTOMAC,895401,1004923,5/10/2017
17-021990,2017-05,5/9/2017 13:55,Y, , ,1, ,229999,5/9/2017 14:09,5/12/2017,4,422,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE                ,900,PINE ST             ,35,304,, ,ON SIDEWALK,900,PINE,907473,1017599,5/15/2017
17-018812,2017-05,4/21/2017 14:10,Y, , ,1, ,182250,4/21/2017 14:39,5/7/2017,6,622,DRUGS-POSSESSION/COCAINE                          ,4330,N NEWSTEAD AVE      ,68,340,, , ,4330,NEWSTEAD,897114.9,1035558,5/10/2017
